ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.15652646343840396,0.0014354017242722973,0.05649187383852605,0.24817776202443056,0.5373684989743671
2,0.4945939359528699,0.001745442042433204,0.026964666597473253,0.2890790090620122,0.18761694634521164
3,0.44158661433107765,0.0012726536133459401,0.02573361103999722,0.1266756573154152,0.4047314637001639
4,0.12029763747733314,0.0028062442361311826,0.0448993625390342,0.19089233018299245,0.641104425564509
5,0.46173226832751085,0.0013335235825538369,0.028530025397432983,0.33288922974705293,0.1755149529454494
6,0.372344636068544,0.0014943982954885855,0.04465967584437926,0.4125473034553096,0.16895398633627873
7,0.585600748316142,0.0005307460419318933,0.16990391447752773,0.09283162304243714,0.15113296812196125
8,0.7481421013392293,0.0012501849334713314,0.005124470288307961,0.03566570190005421,0.20981754153893725
9,0.6807262554621372,0.00036054124593910396,0.007666865103200818,0.13809460456662434,0.17315173362209854
10,0.5032969773764352,0.0006083668144236824,0.058679148444010225,0.2737975527007581,0.1636179546643728
11,0.5753133997574584,0.0003111110908010967,0.013679984876599164,0.20083539391259717,0.20986011036254423
12,0.0705632380260785,0.0009783130410975533,0.17657451616554024,0.33728630091188944,0.41459763185539433
13,0.6217532823405832,0.00020473565060935328,0.021918044557146375,0.16310570868036395,0.19301822877129707
14,0.5232271187044,0.004503120504542196,0.04620878536228858,0.07545957199813541,0.3506014034306338
15,0.5445229284066752,0.0020629888792701146,0.0198832230440816,0.25053916543480254,0.18299169423517067
16,0.6282574008207149,0.0004590690564595263,0.00890237754835494,0.16409750622214136,0.1982836463523293
17,0.35759097170507015,0.0013382973903769606,0.04708052528074956,0.42843396945419027,0.16555623616961312
18,0.372344636068544,0.0014943982954885855,0.04465967584437926,0.4125473034553096,0.16895398633627873
19,0.4663357810831669,0.005157182225067708,0.025905522602964758,0.162909478955144,0.33969203513365664
20,0.02364177065527457,0.013420043271890388,0.2228151352081826,0.003489406464097247,0.7366336444005551
21,0.4572941638240328,0.0040876268134840766,0.02062464125574624,0.16752569717164156,0.3504678709350953
22,0.0,0.009889419080908401,0.03886681835039961,0.0005586073809698587,0.9506851551877222
23,0.5445229284066752,0.0020629888792701146,0.0198832230440816,0.25053916543480254,0.18299169423517067
24,0.005056498071336189,0.01708714154447211,0.030201855408664012,0.00386522692156286,0.9437892780539648
25,0.5440015824899261,0.0011619049998952747,0.01984166103752544,0.2451247295381309,0.18987012193452232
26,0.22882138358365894,0.004521358054578397,0.11845127782407054,0.029757570929883015,0.6184484096078092
27,0.8679306146228374,0.0016799236778471957,0.001959532504817175,0.00810190365374062,0.12032802554075775
28,0.02561266226083693,0.022656541659131113,0.06947830170328581,0.034233659379646196,0.8480188349970998
29,0.3614821961087213,0.0010780009956693234,0.04098928723531758,0.42731939782509365,0.16913111783519813
30,0.4350314041219884,0.0011101851495355542,0.03859532732515141,0.339398730747302,0.18586435265602272
31,0.42410221521272695,0.006712427815102095,0.0388171498575293,0.1411662037100339,0.38920200340460764
32,0.8081856178151479,0.0,0.00023144845516082495,0.05338662103170689,0.13819631269798455
33,0.25384350083694573,0.003556445599919978,0.16181355738759706,0.00693184268342747,0.5738546534921097
34,0.8436375193206034,0.0022289202230139937,0.003441178341215888,0.01684711618502772,0.13384526593013915
35,0.4226856255061164,0.013593141815222035,0.049503919017969765,0.008921006123443301,0.5052963075372485
36,0.5538808444561439,0.002001442863214144,0.026510332054118103,0.23740125743488727,0.1802061231916367
37,0.20198112531408585,0.005294887348831608,0.20164202649451804,0.04859472370886561,0.542487237133699
38,0.7545342723850633,0.00014780361841282896,0.009501493084427258,0.11694404997990011,0.1188723809321967
39,0.3722473127594327,0.0012016181149910046,0.04099515174329095,0.4210748479430757,0.1644810694392097
40,0.5944803925951162,0.0020204078643266234,0.01471560043322579,0.0700743429233533,0.3187092561839782
41,0.124388231501021,0.003523388005736031,0.06463654337275906,0.24298822050589722,0.5644636166145867
42,0.004985590082794557,0.020288642985690605,0.03981603251289285,0.0019003198847189428,0.9330094145339032
43,0.48700968521277876,0.0030347269930625126,0.022849543467047394,0.13260657384843244,0.3544994704786789
44,0.0048305937604830596,0.02676949593454298,0.03187655747479694,0.0006702679384598004,0.9358530848917173
45,0.21680011053697756,0.004521358054578397,0.1657780910129527,0.036739552911864995,0.5761608874836263
46,0.5855034685352458,0.005107401812604327,0.019863937579764554,0.07900418149618274,0.3105210105762025
47,0.4663357810831669,0.005157182225067708,0.025905522602964758,0.162909478955144,0.33969203513365664
48,0.37296693919023055,0.0033848805257132063,0.0972258736956497,0.3274615412815215,0.19896076530688497
49,0.3722473127594327,0.0012016181149910046,0.04099515174329095,0.4210748479430757,0.1644810694392097
50,0.10875381057247173,0.0020708416261130563,0.05968226151401928,0.24200833797507537,0.5874847483123206
51,0.2703008658643269,0.09646642088973066,0.11202855979801436,0.017123684774340363,0.5040804686735876
52,0.34528689960428005,0.0016616052413982198,0.0442093986554307,0.44544660048877666,0.1633954960101144
53,0.8436375193206034,0.0022289202230139937,0.003441178341215888,0.01684711618502772,0.13384526593013915
54,0.26647652963112944,0.022894158315073628,0.05941727529545351,0.0024549719909027633,0.6487570647674407
55,0.0006944444444444444,0.0,0.34562622562622564,0.0006944444444444444,0.6529848854848854
56,0.5444563975444631,0.008786206210419823,0.0639848984160671,0.1409801358378234,0.24179236199122656
57,0.5357066681579141,0.001068954720881892,0.027705739451980706,0.2612034876616827,0.17431515000754078
58,0.0,0.01977300923531679,0.044092115693020746,0.0005586073809698587,0.9355762676906926
59,0.01335754148420566,0.017064732064489295,0.12245159399672521,0.0029471479284731814,0.8441789845261066
60,0.7877857573295469,0.000361918259192388,0.005801375305905863,0.11019346598752845,0.09585748311782645
61,0.5295939402959193,0.0026284225994337843,0.03447782560370124,0.10349363636412859,0.3298061751368169
62,0.2909394827190765,0.001092423013479129,0.1541235424940198,0.40075131687076937,0.1530932349026552
63,0.5621611044424093,0.001322362041264222,0.011953379984766841,0.26167372593602956,0.1628894275955302
